Elevation,Horizontal_Distance_To_Roadways,Wilderness_Area_Rawah,Soil_Type_C2703,Soil_Type_C2704,Soil_Type_C2705,Soil_Type_C2717,Soil_Type_C4703,Soil_Type_C8771,Soil_Type_C8772,Cover_Type
3385,2871,0,0,0,0,0,0,1,0,6
3237,2516,0,0,0,0,0,0,0,0,0
2606,966,0,0,0,0,0,0,0,0,1
3117,875,1,0,0,0,0,0,0,0,0
3049,1505,1,0,0,0,0,0,0,0,0
2788,3029,0,0,0,0,0,0,0,0,1
3502,2765,1,0,0,0,0,0,0,0,0
2958,698,0,0,0,0,0,0,0,0,1
3218,2671,1,0,0,0,0,0,0,0,0
3134,150,0,0,0,0,0,0,0,0,1
3074,3550,0,0,0,0,0,0,0,1,1
3192,2989,0,0,0,0,0,0,0,0,1
2986,5485,1,0,0,0,0,0,0,0,1
2601,2520,1,0,0,0,0,0,0,0,1
3198,2401,1,0,0,0,0,0,0,0,0
2992,3505,1,0,0,0,0,0,0,0,1
2687,3260,0,0,0,0,0,1,0,0,0
3399,3791,1,0,0,0,0,0,0,0,0
3147,3339,0,0,0,0,0,0,0,0,1
2954,793,0,0,0,0,0,0,0,0,1
2690,2213,1,0,0,0,0,0,0,0,1
3194,6047,1,0,0,0,0,0,0,0,1
2941,1181,1,0,0,0,0,0,0,0,1
2892,5653,1,0,0,0,0,0,0,0,1
2953,3220,1,0,0,0,0,0,0,0,1
3289,3276,0,0,0,0,0,0,0,0,1
3047,3116,1,0,0,0,0,0,0,0,1
3289,1159,0,0,0,0,0,0,0,0,0
3278,2133,1,0,0,0,0,0,0,0,0
3129,1786,0,0,0,0,0,0,0,0,1
2836,1583,0,0,0,0,0,0,0,0,1
2805,2497,1,0,0,0,0,0,0,0,1
2703,1911,0,0,0,0,0,1,0,0,1
2827,750,1,0,0,0,0,0,0,0,1
2743,2323,1,0,0,0,0,0,0,0,1
3241,1533,0,0,0,0,0,0,0,0,1
3242,2858,0,0,0,0,0,0,0,0,0
3204,882,0,0,0,0,0,0,0,0,0
2118,323,0,0,0,0,0,0,0,0,2
3158,2123,0,0,0,0,0,0,0,0,0
2767,2674,1,0,0,0,0,0,0,0,1
2978,2305,0,0,0,0,0,0,0,0,0
2890,2958,0,0,0,1,0,0,0,0,1
2991,1566,0,0,0,0,0,0,0,0,1
2965,5824,1,0,0,0,0,0,0,0,1
2955,4638,1,0,0,0,0,0,0,0,1
3328,3986,0,0,0,0,0,0,1,0,6
3095,2711,0,0,0,0,0,0,0,0,1
3295,2835,0,0,0,0,0,0,0,0,0
2776,1121,0,1,0,0,0,0,0,0,2
3019,497,0,0,0,0,0,0,0,0,1
2780,680,0,0,0,0,0,0,0,0,1
2507,421,1,0,0,0,0,0,0,0,1
3312,3590,1,0,0,0,0,0,0,0,0
3271,4164,1,0,0,0,0,0,0,0,1
3325,2244,0,0,0,0,0,0,0,1,0
2503,1095,0,0,1,0,0,0,0,0,2
3252,1690,0,0,0,0,0,0,0,0,0
2854,4941,1,0,0,0,0,0,0,0,1
2881,1804,0,0,0,0,0,0,0,0,1
2975,618,1,0,0,0,0,0,0,0,0
2906,3925,1,0,0,0,0,0,0,0,1
2521,210,1,0,0,0,0,0,0,0,1
2147,400,0,0,0,0,0,0,0,0,2
3358,3378,1,0,0,0,0,0,0,1,0
3325,934,0,0,0,0,0,0,0,0,0
3165,3610,1,0,0,0,0,0,0,0,0
2869,3287,1,0,0,0,0,0,0,0,0
2783,2942,1,0,0,0,0,0,0,0,1
2914,3747,1,0,0,0,0,0,0,0,1
2541,607,0,0,0,0,0,1,0,0,5
2699,1913,0,0,0,0,0,0,0,0,0
2902,1705,0,0,0,0,0,0,0,0,4
2368,324,0,0,0,1,0,0,0,0,2
2561,1289,0,1,0,0,0,0,0,0,1
3165,3997,1,0,0,0,0,0,0,0,1
3138,3678,1,0,0,0,0,0,0,0,0
2838,1050,0,0,0,1,0,0,0,0,1
3082,2183,0,0,0,0,0,0,0,0,1
2938,1041,0,0,0,0,0,0,0,0,1
2555,1958,0,0,0,1,0,0,0,0,5
3321,4497,0,0,0,0,0,0,0,0,0
3088,2541,0,0,0,0,0,0,0,0,0
2881,3283,1,0,0,0,0,0,0,0,1
2833,2897,1,0,0,0,0,0,0,0,1
2909,5180,1,0,0,0,0,0,0,0,1
2848,495,1,0,0,0,0,0,0,0,1
3289,1952,0,0,0,0,0,0,0,1,0
3172,5569,1,0,0,0,0,0,0,0,1
2461,1194,0,0,1,0,0,0,0,0,2
3058,3301,1,0,0,0,0,0,0,0,0
3120,382,0,0,0,0,0,0,0,0,1
3009,4520,1,0,0,0,0,0,0,0,1
3045,2486,0,0,0,0,0,0,0,0,1
2533,779,0,0,0,0,0,0,0,0,5
2759,2591,1,0,0,0,0,0,0,0,1
3308,1356,0,0,0,0,0,0,1,0,0
2452,752,0,1,0,0,0,0,0,0,5
3269,3233,1,0,0,0,0,0,0,0,0
3000,3937,1,0,0,0,0,0,0,0,1
3153,969,1,0,0,0,0,0,0,0,0
2917,2258,0,0,0,0,0,0,0,0,1
2767,759,0,0,0,0,0,0,0,0,1
2991,5734,1,0,0,0,0,0,0,0,1
3116,1320,0,0,0,0,0,0,0,0,0
2651,741,1,0,0,0,0,0,0,0,1
2949,1846,1,0,0,0,0,0,0,0,0
2873,537,0,0,0,0,0,0,0,0,1
2899,362,1,0,0,0,0,0,0,0,0
3291,1595,1,0,0,0,0,0,0,1,1
2900,4100,1,0,0,0,0,0,0,0,1
2984,3645,1,0,0,0,0,0,0,0,0
2939,5464,1,0,0,0,0,0,0,0,1
3004,5212,1,0,0,0,0,0,0,0,0
3238,2208,0,0,0,0,0,0,0,0,0
2817,2376,1,0,0,0,0,0,0,0,1
2968,4442,1,0,0,0,0,0,0,0,1
2913,700,1,0,0,0,0,0,0,0,1
3024,5792,1,0,0,0,0,0,0,0,1
2489,120,0,0,0,0,0,1,0,0,2
3252,4133,0,0,0,0,0,0,0,0,0
2865,3424,0,0,0,0,0,1,0,0,1
3060,3104,1,0,0,0,0,0,0,0,0
2930,1410,0,0,0,0,0,0,0,0,1
2902,1376,0,0,0,0,0,0,0,0,1
2424,1110,0,0,0,0,0,0,0,0,5
2562,1376,0,0,0,0,0,1,0,0,5
3325,1087,0,0,0,0,0,0,0,0,1
3236,474,0,0,0,0,0,0,0,0,0
3418,2070,1,0,0,0,0,0,0,1,0
3241,488,0,0,0,0,0,0,0,0,1
2930,840,1,0,0,0,0,0,0,0,1
2801,771,1,0,0,0,0,0,0,0,1
3086,1291,1,0,0,0,0,0,0,0,1
2891,4087,1,0,0,0,0,0,0,0,1
2425,841,0,1,0,0,0,0,0,0,2
3208,4936,1,0,0,0,0,0,0,0,0
2921,3651,1,0,0,0,0,0,0,0,1
2702,576,0,0,0,0,0,0,0,0,1
2569,641,1,0,0,0,0,0,0,0,1
2922,1865,0,0,0,0,0,0,0,0,1
3222,920,0,0,0,0,0,0,0,0,0
2887,2014,0,0,0,0,0,0,0,0,4
3031,6588,1,0,0,0,0,0,0,0,1
2078,295,0,0,0,0,0,0,0,0,2
2828,2474,0,0,0,0,0,1,0,0,2
3183,1655,0,0,0,0,0,0,0,0,0
3293,4004,0,0,0,0,0,0,0,0,6
3139,1567,0,0,0,0,0,0,0,0,0
3209,2938,1,0,0,0,0,0,0,0,0
2363,67,0,0,0,0,0,0,0,0,5
3204,454,0,0,0,0,0,0,0,0,0
3032,2044,0,0,0,0,0,0,0,0,0
3057,5876,1,0,0,0,0,0,0,0,0
2947,2730,0,0,0,0,0,0,0,0,1
3203,5969,1,0,0,0,0,0,0,0,1
3056,2430,0,0,0,0,0,0,0,0,0
2215,1471,0,1,0,0,0,0,0,0,5
3203,3582,1,0,0,0,0,0,0,0,0
3311,1243,1,0,0,0,0,0,0,0,0
2918,2110,0,0,0,0,0,0,0,0,0
2798,2236,0,0,0,0,0,0,0,0,0
2804,1307,0,0,0,0,0,0,0,0,0
2365,750,0,0,0,0,0,1,0,0,5
2827,457,0,0,0,0,0,0,0,0,4
3011,2640,0,0,0,0,0,0,0,0,0
3456,4117,0,0,0,0,0,0,0,0,6
3003,1950,0,0,0,0,0,0,0,0,1
3145,1390,0,0,0,0,0,0,0,0,1
2843,4404,1,0,0,0,0,0,0,0,1
2526,516,0,0,0,0,0,0,0,0,2
3166,1710,0,0,0,0,0,0,0,0,0
3033,5365,1,0,0,0,0,0,0,0,1
2861,1950,0,0,0,0,0,0,0,0,1
3118,1867,0,0,0,0,0,0,0,0,0
3113,1500,0,0,0,0,0,0,0,0,0
3113,6831,1,0,0,0,0,0,0,0,1
2713,2980,1,0,0,0,0,0,0,0,0
2926,2190,0,0,0,0,0,0,0,0,0
3231,3776,1,0,0,0,0,0,0,0,0
3270,684,0,0,0,0,0,0,0,0,1
3024,3457,1,0,0,0,0,0,0,0,0
2927,3237,1,0,0,0,0,0,0,0,1
2942,1915,0,0,0,0,0,0,0,0,1
3324,2955,0,0,0,0,0,0,0,0,6
3166,5724,1,0,0,0,0,0,0,0,1
2576,743,1,0,0,0,0,0,0,0,1
2741,2343,1,0,0,0,0,0,0,0,1
2741,994,0,1,0,0,0,0,0,0,2
2911,2295,0,0,0,0,0,0,0,0,0
2604,1442,0,0,0,0,0,0,0,0,2
3107,850,0,0,0,0,0,0,0,0,1
3067,1507,1,0,0,0,0,0,0,0,0
3138,779,0,0,0,0,0,0,0,0,0
3004,2410,0,0,0,0,0,0,0,0,1
3050,2751,1,0,0,0,0,0,0,0,1
3230,4613,1,0,0,0,0,0,0,0,0
2803,2110,0,0,0,0,0,1,0,0,1
2502,216,0,0,0,0,0,1,0,0,5
2995,5414,1,0,0,0,0,0,0,0,0
1950,30,0,0,0,0,0,0,0,0,2
3077,5403,1,0,0,0,0,0,0,0,1
2756,162,1,0,0,0,0,0,0,0,4
3342,3121,0,0,0,0,0,0,0,0,1
2990,4302,1,0,0,0,0,0,0,0,0
3308,2240,0,0,0,0,0,0,0,1,6
3081,4427,1,0,0,0,0,0,0,0,0
3022,1890,1,0,0,0,0,0,0,0,0
3241,4310,0,0,0,0,0,0,0,0,0
2901,1706,0,0,0,0,0,0,0,0,1
2721,1199,0,0,0,0,0,0,0,0,0
2788,3666,1,0,0,0,0,0,0,0,1
2923,1590,0,0,0,0,0,0,0,0,1
3226,5866,1,0,0,0,0,0,0,0,0
3070,2864,1,0,0,0,0,0,0,0,0
3269,6394,1,0,0,0,0,0,0,0,0
3122,285,0,0,0,0,0,0,0,0,1
2827,2550,1,0,0,0,0,0,0,0,1
2945,1875,0,0,0,0,0,0,0,0,1
2269,540,0,0,0,0,0,1,0,0,2
3009,890,0,0,0,0,0,0,0,0,1
3171,1057,0,0,0,0,0,0,0,0,0
2883,2624,1,0,0,0,0,0,0,0,1
3148,2698,0,0,0,0,0,0,0,0,0
2568,1622,0,0,0,0,0,1,0,0,5
3062,5221,1,0,0,0,0,0,0,0,0
2746,1507,1,0,0,0,0,0,0,0,1
3025,3007,0,0,0,0,0,0,0,0,1
3280,2399,0,0,0,0,0,0,0,0,0
3125,4901,1,0,0,0,0,0,0,0,0
2765,3037,0,0,0,0,0,0,0,0,1
2229,474,0,0,0,0,0,1,0,0,2
3194,2714,1,0,0,0,0,0,0,0,0
3251,3246,0,0,0,0,0,0,0,0,0
3164,5394,1,0,0,0,0,0,0,0,1
2327,1020,0,0,0,0,0,1,0,0,5
2943,1320,0,0,0,0,0,0,0,0,1
2940,1771,0,0,0,0,0,0,0,0,1
2189,1224,0,0,0,0,0,1,0,0,2
2735,2512,0,0,0,0,0,1,0,0,1
2972,1406,0,0,0,0,0,0,0,0,1
3139,4926,1,0,0,0,0,0,0,0,0
2992,4595,1,0,0,0,0,0,0,0,1
2842,1150,0,0,0,0,0,0,0,0,0
2898,3754,1,0,0,0,0,0,0,0,1
2856,95,0,0,0,0,0,0,0,0,1
3130,1931,0,0,0,0,0,0,0,0,1
2888,1027,1,0,0,0,0,0,0,0,1
2952,4451,1,0,0,0,0,0,0,0,1
2229,150,0,1,0,0,0,0,0,0,2
2857,2295,1,0,0,0,0,0,0,0,1
2789,1879,0,0,0,0,0,0,0,0,4
3158,2729,0,0,0,0,0,0,0,0,0
2945,551,0,0,0,0,0,0,0,0,1
2995,3171,1,0,0,0,0,0,0,0,0
2968,424,1,0,0,0,0,0,0,0,1
2317,277,0,0,0,1,0,0,0,0,2
3129,108,0,0,0,0,0,0,0,0,0
3022,5372,1,0,0,0,0,0,0,0,1
2853,1535,0,0,0,1,0,0,0,0,1
3360,1050,0,0,0,0,0,0,0,0,0
3035,4302,1,0,0,0,0,0,0,0,1
3187,4650,1,0,0,0,0,0,0,0,0
2995,1725,1,0,0,0,0,0,0,0,0
3366,1253,1,0,0,0,0,0,1,0,0
2852,2039,1,0,0,0,0,0,0,0,1
3356,1959,0,0,0,0,0,0,0,0,0
2895,573,0,0,0,0,0,0,0,0,1
3044,1736,0,0,0,0,0,0,0,0,0
2896,2310,0,0,0,0,0,0,0,0,1
2671,600,0,0,0,0,0,0,0,0,1
3122,3023,0,0,0,0,0,0,0,0,0
2318,1310,0,0,0,0,0,1,0,0,2
2937,4406,1,0,0,0,0,0,0,0,1
3167,2546,0,0,0,0,0,0,0,0,0
2779,2282,0,0,0,0,0,0,0,0,1
2814,295,1,0,0,0,0,0,0,0,4
3197,488,0,0,0,0,0,0,0,0,0
2909,706,0,0,0,0,0,0,0,0,0
3170,4297,1,0,0,0,0,0,0,0,1
3352,1527,0,0,0,0,0,0,0,0,0
2379,642,0,0,0,0,0,1,0,0,5
2930,3395,1,0,0,0,0,0,0,0,1
3027,2856,0,0,0,0,0,0,0,0,1
2777,2074,1,0,0,0,0,0,0,0,1
2803,3772,1,0,0,0,0,0,0,0,1
2091,443,0,0,1,0,0,0,0,0,2
3255,1224,0,0,0,0,0,0,0,0,1
3065,1891,1,0,0,0,0,0,0,0,0
2555,247,0,0,0,0,0,1,0,0,5
2615,300,1,0,0,0,0,0,0,0,1
2972,4149,1,0,0,0,0,0,0,0,1
2903,4169,1,0,0,0,0,0,0,0,1
3167,990,0,0,0,0,0,0,0,0,1
3044,2942,0,0,0,0,0,0,0,0,1
2766,1895,1,0,0,0,0,0,0,0,1
2741,696,0,0,0,0,0,0,0,0,1
3400,3476,0,0,0,0,0,0,0,1,6
3260,1082,0,0,0,0,0,0,0,0,1
2637,765,1,0,0,0,0,0,0,0,1
3201,499,0,0,0,0,0,0,0,0,0
3148,4280,1,0,0,0,0,0,0,0,0
2995,5885,1,0,0,0,0,0,0,0,1
3054,3636,0,0,0,0,0,0,0,0,0
2290,511,0,0,0,1,0,0,0,0,2
3113,5375,1,0,0,0,0,0,0,0,1
3230,2717,0,0,0,0,0,0,0,0,0
3200,2255,0,0,0,0,0,0,0,0,0
2652,1290,1,0,0,0,0,0,0,0,1
2652,834,0,0,0,0,0,0,0,0,1
2987,1116,0,0,0,0,0,0,0,0,0
2063,216,0,0,0,0,0,1,0,0,2
3033,636,1,0,0,0,0,0,0,0,1
3133,3503,0,0,0,0,0,0,0,0,0
2741,3001,0,0,0,0,0,1,0,0,0
2862,540,0,0,0,0,0,0,0,0,1
3034,6628,1,0,0,0,0,0,0,0,1
2219,402,0,0,0,0,0,0,0,0,2
2889,1020,0,0,0,0,0,0,0,0,1
2798,3047,0,0,0,0,0,1,0,0,1
3048,3638,0,0,0,0,0,0,0,0,0
3061,2524,0,0,0,0,0,0,0,0,1
3164,1321,0,0,0,0,0,0,0,0,0
3211,3234,0,0,0,0,0,0,0,0,1
3113,2455,0,0,0,0,0,0,0,0,1
2942,3903,1,0,0,0,0,0,0,0,0
3088,2821,0,0,0,0,0,0,0,0,1
2877,437,1,0,0,0,0,0,0,0,1
3080,2479,0,0,0,0,0,0,0,0,0
2835,2897,1,0,0,0,0,0,0,0,1
3146,1767,0,0,0,0,0,0,0,0,0
2946,2561,0,0,0,0,0,0,0,0,1
3260,812,0,0,0,0,0,0,0,0,0
3205,4159,1,0,0,0,0,0,0,0,0
2682,1842,0,0,0,0,0,1,0,0,1
2656,997,0,0,0,0,0,0,0,0,1
2769,1789,0,0,0,0,0,0,0,0,4
2958,1282,0,0,0,0,0,0,0,0,1
3255,5235,1,0,0,0,0,0,0,0,1
2802,1996,0,0,0,0,0,0,0,0,4
3460,2250,1,0,0,0,0,0,0,0,0
3364,2338,0,0,0,0,0,0,0,0,0
3020,1650,0,0,0,0,0,0,0,0,1
2981,5328,1,0,0,0,0,0,0,0,1
3168,3298,0,0,0,0,0,0,0,0,0
2732,2736,1,0,0,0,0,0,0,0,1
3300,638,0,0,0,0,0,0,0,0,1
2874,1057,0,0,0,0,0,0,0,0,1
3069,1500,0,0,0,0,0,0,0,0,0
2706,1292,1,0,0,0,0,0,0,0,1
3165,5917,1,0,0,0,0,0,0,0,1
2936,5088,1,0,0,0,0,0,0,0,0
3126,108,0,0,0,0,0,0,0,0,1
3153,3051,0,0,0,0,0,0,0,0,1
3067,1518,0,0,0,0,0,0,0,0,1
3305,1655,1,0,0,0,0,0,1,0,0
3323,1967,1,0,0,0,0,0,0,1,0
3139,2767,0,0,0,0,0,0,0,0,1
3087,3132,0,0,0,0,0,0,0,0,1
2847,2496,1,0,0,0,0,0,0,0,1
2686,3200,1,0,0,0,0,0,0,0,4
3282,1959,1,0,0,0,0,0,0,1,0
3324,1060,0,0,0,0,0,0,0,0,1
3191,3032,0,0,0,0,0,0,0,0,0
2808,1154,0,0,0,0,0,0,0,0,1
2833,408,0,0,0,0,0,0,0,0,1
2923,470,1,0,0,0,0,0,0,0,1
2969,2263,0,0,0,0,0,0,0,0,1
2548,661,0,0,0,0,0,1,0,0,5
2722,2483,0,0,0,0,0,0,0,0,5
2795,1374,0,0,0,0,0,0,0,0,0
3215,5367,1,0,0,0,0,0,0,0,1
3098,984,0,0,0,0,0,0,0,0,0
3200,1608,0,0,0,0,0,0,0,0,1
2870,2043,0,0,0,0,0,0,0,0,4
2539,1384,0,0,0,0,0,1,0,0,5
3054,6408,1,0,0,0,0,0,0,0,1
3166,626,0,0,0,0,0,0,0,0,0
3015,4510,1,0,0,0,0,0,0,0,1
3298,2122,1,0,0,0,0,0,0,1,6
2985,4327,1,0,0,0,0,0,0,0,1
2690,2672,1,0,0,0,0,0,0,0,4
2983,1410,0,0,0,0,0,0,0,0,0
2191,488,0,0,0,0,0,1,0,0,5
3074,1503,1,0,0,0,0,0,0,0,0
3190,1650,1,0,0,0,0,0,0,0,0
3587,2960,1,0,0,0,0,0,0,0,0
2869,2742,1,0,0,0,0,0,0,0,1
2763,1442,1,0,0,0,0,0,0,0,1
3093,3164,1,0,0,0,0,0,0,0,0
3397,2675,0,0,0,0,0,0,1,0,6
2980,2912,0,0,0,0,0,0,0,0,0
3043,1080,0,0,0,0,0,0,0,0,1
2544,524,1,0,0,0,0,0,0,0,1
3115,2555,1,0,0,0,0,0,0,0,0
3299,658,0,0,0,0,0,0,0,0,1
2811,3159,1,0,0,0,0,0,0,0,1
2545,190,0,0,0,0,0,1,0,0,5
3019,1693,1,0,0,0,0,0,0,0,0
3326,3628,0,0,0,0,0,0,0,1,0
3625,2734,1,0,0,0,0,0,0,0,0
3034,1867,1,0,0,0,0,0,0,0,0
3030,1026,1,0,0,0,0,0,0,0,1
2756,934,0,0,0,0,0,0,0,0,1
3178,3884,1,0,0,0,0,0,0,0,1
3067,6252,1,0,0,0,0,0,0,0,0
3186,3541,0,0,0,0,0,0,0,0,0
1940,190,0,0,0,0,0,0,0,0,5
2929,2658,0,0,0,0,0,0,0,0,0
3187,379,0,0,0,0,0,0,0,0,0
2906,270,1,0,0,0,0,0,0,0,1
2576,1144,0,0,0,1,0,0,0,0,2
2899,2163,1,0,0,0,0,0,0,0,1
2979,2432,0,0,0,0,0,0,0,0,1
2036,450,0,0,0,0,0,0,0,0,3
3202,1384,0,0,0,0,0,0,0,0,0
2831,2547,0,0,0,0,0,0,0,0,0
2264,1222,0,0,0,0,0,1,0,0,2
2056,170,0,0,0,0,0,0,0,0,2
2972,1651,1,0,0,0,0,0,0,0,1
2559,1062,0,0,0,0,0,0,0,0,1
2998,6186,1,0,0,0,0,0,0,0,0
3207,4763,1,0,0,0,0,0,0,0,0
3189,5045,1,0,0,0,0,0,0,0,0
2881,2666,0,0,0,0,0,0,0,0,1
2105,973,0,0,0,0,0,0,0,0,5
3257,2366,0,0,0,0,0,0,0,1,6
3272,3528,0,0,0,0,0,0,0,0,0
2631,993,1,0,0,0,0,0,0,0,1
2978,5240,1,0,0,0,0,0,0,0,0
3064,5914,1,0,0,0,0,0,0,0,0
2840,4237,1,0,0,0,0,0,0,0,1
2584,1120,0,1,0,0,0,0,0,0,1
2715,2316,0,0,0,0,0,0,0,0,5
2682,3009,0,0,0,1,0,0,0,0,2
2668,1471,1,0,0,0,0,0,0,0,1
2955,3502,1,0,0,0,0,0,0,0,1
3123,1677,0,0,0,0,0,0,0,0,0
2440,591,0,0,0,1,0,0,0,0,1
2535,1516,0,0,0,0,0,0,0,0,2
3214,3878,1,0,0,0,0,0,0,0,0
3230,644,0,0,0,0,0,0,0,0,1
3051,711,1,0,0,0,0,0,0,0,0
2900,5362,1,0,0,0,0,0,0,0,0
3136,4357,1,0,0,0,0,0,0,0,0
3354,3726,0,0,0,0,0,0,1,0,6
2756,2132,0,0,0,0,0,0,0,0,1
2942,5894,1,0,0,0,0,0,0,0,1
2779,3042,1,0,0,0,0,0,0,0,1
2932,1800,0,0,0,0,0,0,0,0,0
3177,1624,1,0,0,0,0,0,0,0,0
2907,1052,1,0,0,0,0,0,0,0,4
2903,759,0,0,0,0,0,0,0,0,1
2608,2915,0,0,0,0,0,0,0,0,0
2397,828,0,0,0,0,0,1,0,0,5
2640,2403,0,0,0,0,0,1,0,0,1
3198,5590,1,0,0,0,0,0,0,0,0
2172,553,0,0,0,0,0,1,0,0,2
2768,2089,0,0,0,0,0,0,0,0,1
3018,4858,1,0,0,0,0,0,0,0,0
3080,2359,0,0,0,0,0,0,0,0,1
3133,4578,1,0,0,0,0,0,0,0,0
2757,2907,1,0,0,0,0,0,0,0,1
3230,1731,0,0,0,0,0,0,0,0,0
3224,874,1,0,0,0,0,0,0,0,0
2870,1348,0,0,0,0,0,0,0,0,4
2485,306,0,1,0,0,0,0,0,0,2
3027,973,0,0,0,0,0,0,0,0,0
2529,870,0,0,0,0,0,0,0,0,1
2963,5457,1,0,0,0,0,0,0,0,0
3200,1168,0,0,0,0,0,0,0,0,0
2955,1423,0,0,0,0,0,0,0,0,1
3242,1781,0,0,0,0,0,0,0,0,0
3211,3109,1,0,0,0,0,0,0,0,0
3157,3480,0,0,0,0,0,0,0,0,0
2527,1200,0,0,1,0,0,0,0,0,1
2995,5863,1,0,0,0,0,0,0,0,1
2878,2924,1,0,0,0,0,0,0,0,1
2935,2236,0,0,0,0,0,0,0,0,1
3017,960,0,0,0,0,0,0,0,0,1
2526,859,0,0,0,0,1,0,0,0,1
2993,785,1,0,0,0,0,0,0,0,1
3061,2280,1,0,0,0,0,0,0,0,0
3099,4929,1,0,0,0,0,0,0,0,1
2348,451,0,1,0,0,0,0,0,0,2
2929,484,0,0,0,0,0,0,0,0,4
3174,895,0,0,0,0,0,0,0,0,0
2846,3115,1,0,0,0,0,0,0,0,1
3338,3472,1,0,0,0,0,0,0,1,0
3054,4986,1,0,0,0,0,0,0,0,0
1989,323,0,0,0,0,1,0,0,0,2
2993,4360,1,0,0,0,0,0,0,0,1
3090,3158,0,0,0,0,0,0,0,0,1
3041,6071,1,0,0,0,0,0,0,0,1
3149,5157,1,0,0,0,0,0,0,0,1
2344,1218,0,0,0,0,0,1,0,0,2
3027,5515,1,0,0,0,0,0,0,0,1
2799,1215,0,0,0,0,0,0,0,0,1
3198,3513,0,0,0,0,0,0,0,0,0
3032,1693,0,0,0,0,0,0,0,0,1
3405,3829,0,0,0,0,0,0,0,0,0
2367,721,0,0,0,0,0,0,0,0,5
2978,2609,0,0,0,0,0,0,0,0,1
3347,2678,0,0,0,0,0,0,0,1,6
3043,3108,0,0,0,0,0,0,0,0,1
3022,3326,1,0,0,0,0,0,0,0,0
3363,1273,0,0,0,0,0,0,0,0,1
3152,1248,0,0,0,0,0,0,0,0,1
2590,511,0,0,0,0,0,1,0,0,2
3397,3060,0,0,0,0,0,0,0,1,0
2723,2486,0,0,0,0,0,0,0,0,4
2882,2088,0,0,0,0,0,0,0,0,1
2985,2762,1,0,0,0,0,0,0,0,1
2998,4310,1,0,0,0,0,0,0,0,1
2731,1518,1,0,0,0,0,0,0,0,1
3113,4373,1,0,0,0,0,0,0,0,0
2785,1557,1,0,0,0,0,0,0,0,1
2709,2118,1,0,0,0,0,0,0,0,1
2740,2821,0,0,0,0,0,1,0,0,1
3222,1195,1,0,0,0,0,0,0,1,0
3099,3247,0,0,0,0,0,0,0,0,0
3021,1245,1,0,0,0,0,0,0,0,1
3132,6577,1,0,0,0,0,0,0,0,1
2732,942,0,0,0,0,0,1,0,0,2
3210,888,0,0,0,0,0,0,0,0,0
3024,4904,1,0,0,0,0,0,0,0,1
2980,2230,1,0,0,0,0,0,0,0,0
2917,2609,0,0,0,0,0,0,0,0,4
2594,2294,0,0,0,0,0,0,0,0,1
3175,3082,1,0,0,0,0,0,0,0,0
3255,3435,1,0,0,0,0,0,0,0,0
2951,3702,1,0,0,0,0,0,0,0,1
3214,5589,1,0,0,0,0,0,0,0,0
2993,350,0,0,0,0,0,0,0,0,0
3001,1401,0,0,0,0,0,0,0,0,1
3190,1224,0,0,0,0,0,0,0,0,0
2241,552,0,0,0,0,0,1,0,0,2
3224,3427,0,0,0,0,0,0,0,0,0
2983,3847,1,0,0,0,0,0,0,0,1
3198,1423,1,0,0,0,0,0,0,0,0
3019,2601,0,0,0,0,0,0,0,0,1
2995,5996,1,0,0,0,0,0,0,0,1
3251,3382,0,0,0,0,0,0,0,0,1
3228,3715,0,0,0,0,0,0,0,0,1
3027,5275,1,0,0,0,0,0,0,0,1
2657,2012,0,0,0,0,0,0,0,0,1
3142,1271,0,0,0,0,0,0,0,0,0
2906,4938,1,0,0,0,0,0,0,0,1
2738,1604,1,0,0,0,0,0,0,0,1
2867,6056,1,0,0,0,0,0,0,0,1
3195,2536,1,0,0,0,0,0,0,0,0
3146,1024,1,0,0,0,0,0,0,0,1
3047,3616,0,0,0,0,0,0,0,0,0
3433,3562,0,0,0,0,0,0,1,0,0
3250,992,1,0,0,0,0,0,0,0,0
2806,1991,1,0,0,0,0,0,0,0,1
3193,1087,0,0,0,0,0,0,0,0,1
3426,1230,0,0,0,0,0,0,0,0,0
2820,1339,0,0,0,0,0,0,0,0,1
3387,782,1,0,0,0,0,0,0,0,0
2043,175,0,0,0,0,0,0,0,0,2
2818,3551,1,0,0,0,0,0,0,0,1
2808,3583,1,0,0,0,0,0,0,0,1
3443,1253,0,0,0,0,0,0,0,1,6
2927,4465,1,0,0,0,0,0,0,0,1
3329,4522,0,0,0,0,0,0,0,0,0
2117,1200,0,0,0,0,0,0,0,0,2
3333,1332,0,0,0,0,0,0,1,0,6
3273,2389,0,0,0,0,0,0,1,0,0
3326,2106,0,0,0,0,0,0,0,0,6
2929,4726,1,0,0,0,0,0,0,0,0
2342,180,0,1,0,0,0,0,0,0,2
2639,1062,0,1,0,0,0,0,0,0,2
3314,837,0,0,0,0,0,0,0,0,0
3106,3180,0,0,0,0,0,0,0,0,1
3062,2197,0,0,0,0,0,0,0,0,0
2718,2486,1,0,0,0,0,0,0,0,1
3167,2741,0,0,0,0,0,0,0,0,0
3415,2391,1,0,0,0,0,0,0,0,0
2802,1415,0,0,0,0,0,0,0,0,1
2857,787,1,0,0,0,0,0,0,0,1
2909,1563,0,0,0,0,0,0,0,0,1
3189,6091,1,0,0,0,0,0,0,0,1
